"","question1","question2","r"
"657","have a strong personality","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.167848976099734
"658","have a strong personality","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.230335003722264
"659","have a strong personality","compared with classmates how often do you feel you must study more than they do to get the same grades",0.205604951166124
"660","have a strong personality","have you ever thought of yourself as physically uncoordinated",0.214909498994433
"661","have a strong personality","how confident do you feel that someday the people you know will look up to you and respect you",0.131608128979211
"662","have a strong personality","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0477418637984867
"663","have a strong personality","do you often feel uncomfortable meeting new people",0.0903112256802853
"664","have a strong personality","when you have to write an argument to convince your teacher who may disagree with your ideas",0.106493183257592
"665","have a strong personality","have you ever felt ashamed of your physique or figure",0.254480605340059
"666","have a strong personality","have you ever felt inferior to most other people in athletic ability",0.194547939421549
"667","have a strong personality","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.181960244002711
"668","have a strong personality","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.262559361770686
"669","have a strong personality","how often do you worry whether other people like to be with you",0.133782819809109
"670","have a strong personality","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.261719796886632
"671","have a strong personality","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0782875365281837
"672","have a strong personality","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.0930401448904988
"673","have a strong personality","how often do you dislike yourself",0.0969379659773997
"674","have a strong personality","how often do you feel self conscious",0.0514765719619107
"675","have a strong personality","how often are you troubled with shyness",0.0653322814697941
"676","have a strong personality","how often do you have trouble understanding things you read for class assignments",0.236524405826731
"677","have a strong personality","do you often wish or fantasize that you were better looking",0.0820049111656796
"678","have a strong personality","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.291428571428571
"679","have a strong personality","in general how confident do you feel about your abilities",0.0962904032267025
"680","have a strong personality","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.175745508283425
"681","have a strong personality","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.264830498116646
"682","have a strong personality","how often do you imagine that you have less scholastic ability than your classmates",0.245778730874788
"683","have a strong personality","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.154160824009156
"684","have a strong personality","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.229597217746864
"685","believe in the importance of art","how often do you feel inferior to most of the people you know",0.32157512861254
"686","believe in the importance of art","how often do you have the feeling that there is nothing you can do well",0.197114634607051
"687","believe in the importance of art","when in a group of people do you have trouble thinking of the right things to talk about",0.399524439160435
"688","believe in the importance of art","how often do you feel worried or bothered about what other people think of you",0.19494261047345
"689","believe in the importance of art","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.222582917587973
"690","believe in the importance of art","how confident are you that others see you as being physically appealing",0.0289203213369037
"691","believe in the importance of art","do you ever think that you are a worthless individual",0.0527672529694774
"692","believe in the importance of art","how much do you worry about how well you get along with other people",0.188025644729386
"693","believe in the importance of art","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.0682452027244747
"694","believe in the importance of art","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.113903932265914
"695","believe in the importance of art","compared with classmates how often do you feel you must study more than they do to get the same grades",0.155262169579662
"696","believe in the importance of art","have you ever thought of yourself as physically uncoordinated",0.144643384926499
"697","believe in the importance of art","how confident do you feel that someday the people you know will look up to you and respect you",0.230651007233414
"698","believe in the importance of art","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.135369059656218
"699","believe in the importance of art","do you often feel uncomfortable meeting new people",0.0585233169257436
"700","believe in the importance of art","when you have to write an argument to convince your teacher who may disagree with your ideas",0.114430160335115
"701","believe in the importance of art","have you ever felt ashamed of your physique or figure",0.167991644351604
"702","believe in the importance of art","have you ever felt inferior to most other people in athletic ability",0.198658207313415
"703","believe in the importance of art","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.0698767764086268
"704","believe in the importance of art","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.0440751563906266
"705","believe in the importance of art","how often do you worry whether other people like to be with you",0.147859865109612
"706","believe in the importance of art","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.0400724452493917
"707","believe in the importance of art","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0463649596106623
"708","believe in the importance of art","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.0695927732530361
"709","believe in the importance of art","how often do you dislike yourself",0.0503850042778253
"710","believe in the importance of art","how often do you feel self conscious",0.106642518250203
"711","believe in the importance of art","how often are you troubled with shyness",0.0338625984733164
"712","believe in the importance of art","how often do you have trouble understanding things you read for class assignments",0.10451360570673
"713","believe in the importance of art","do you often wish or fantasize that you were better looking",0.00458893987710975
"714","believe in the importance of art","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.138982877587529
"715","believe in the importance of art","in general how confident do you feel about your abilities",0.175205946732741
"716","believe in the importance of art","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.163191591017678
"717","believe in the importance of art","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.284576495294392
"718","believe in the importance of art","how often do you imagine that you have less scholastic ability than your classmates",0.0338252647251636
"719","believe in the importance of art","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.314367937421527
"720","believe in the importance of art","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.102423360259558
"721","feel comfortable with myself","how often do you feel inferior to most of the people you know",0.200939565995178
"722","feel comfortable with myself","how often do you have the feeling that there is nothing you can do well",0.107116745741619
"723","feel comfortable with myself","when in a group of people do you have trouble thinking of the right things to talk about",0.0805702285580951
"724","feel comfortable with myself","how often do you feel worried or bothered about what other people think of you",0.187644751608351
"725","feel comfortable with myself","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.13124234713719
"726","feel comfortable with myself","how confident are you that others see you as being physically appealing",0.10946032733697
"727","feel comfortable with myself","do you ever think that you are a worthless individual",0.125605395615507
"728","feel comfortable with myself","how much do you worry about how well you get along with other people",0.215407726752519
"729","feel comfortable with myself","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.108773653040589
"730","feel comfortable with myself","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.051031678129757
"731","feel comfortable with myself","compared with classmates how often do you feel you must study more than they do to get the same grades",0.286602740030445
"732","feel comfortable with myself","have you ever thought of yourself as physically uncoordinated",0.00777297525528061
"733","feel comfortable with myself","how confident do you feel that someday the people you know will look up to you and respect you",0.192310136779298
"734","feel comfortable with myself","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0241598239980444
"735","feel comfortable with myself","do you often feel uncomfortable meeting new people",0.237625306947855
"736","feel comfortable with myself","when you have to write an argument to convince your teacher who may disagree with your ideas",0.138077534194824
"737","feel comfortable with myself","have you ever felt ashamed of your physique or figure",0.036212846809409
"738","feel comfortable with myself","have you ever felt inferior to most other people in athletic ability",0.106408737874865
"739","feel comfortable with myself","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.297936199291103
"740","feel comfortable with myself","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.132903254480605
"741","feel comfortable with myself","how often do you worry whether other people like to be with you",0.285928954766164
"742","feel comfortable with myself","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.0709038989322104
"743","feel comfortable with myself","do you often feel that most of your friends or peers are more physically attractive than yourself",0.162693807708975
"744","feel comfortable with myself","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.116665740730453
"745","feel comfortable with myself","how often do you dislike yourself",0.0815169057433972
"746","feel comfortable with myself","how often do you feel self conscious",0.178739763775153
"747","feel comfortable with myself","how often are you troubled with shyness",0.32517605751175
"748","feel comfortable with myself","how often do you have trouble understanding things you read for class assignments",0.105238947099412
"749","feel comfortable with myself","do you often wish or fantasize that you were better looking",0.134936610406782
"750","feel comfortable with myself","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.0309194546606073
"751","feel comfortable with myself","in general how confident do you feel about your abilities",0.18603095589951
"752","feel comfortable with myself","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.0975877509750108
"753","feel comfortable with myself","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.180472227469194
"754","feel comfortable with myself","how often do you imagine that you have less scholastic ability than your classmates",0.0830969232991478
"755","feel comfortable with myself","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.0464014044600496
"756","feel comfortable with myself","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.0672554139490439
"757","inquire about others well being","how often do you feel inferior to most of the people you know",0.0777284192046578
"758","inquire about others well being","how often do you have the feeling that there is nothing you can do well",0.144554495049945
"759","inquire about others well being","when in a group of people do you have trouble thinking of the right things to talk about",0.108070534117046
"760","inquire about others well being","how often do you feel worried or bothered about what other people think of you",0.17473571928577
"761","inquire about others well being","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.076754186157624
"762","inquire about others well being","how confident are you that others see you as being physically appealing",0.267975421949133
"763","inquire about others well being","do you ever think that you are a worthless individual",0.072319025766953
"764","inquire about others well being","how much do you worry about how well you get along with other people",0.251381459793998
"765","inquire about others well being","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",-0.0426089178768653
"766","inquire about others well being","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.0484485383170924
"767","inquire about others well being","compared with classmates how often do you feel you must study more than they do to get the same grades",0.0380817564639607
"768","inquire about others well being","have you ever thought of yourself as physically uncoordinated",0.0536259291769909
"769","inquire about others well being","how confident do you feel that someday the people you know will look up to you and respect you",0.109454105045612
"770","inquire about others well being","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0919116879076434
"771","inquire about others well being","do you often feel uncomfortable meeting new people",0.0535601506683408
"772","inquire about others well being","when you have to write an argument to convince your teacher who may disagree with your ideas",-0.069641662685141
"773","inquire about others well being","have you ever felt ashamed of your physique or figure",0.0446449404993389
"774","inquire about others well being","have you ever felt inferior to most other people in athletic ability",0.0537899309992333
"775","inquire about others well being","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.135197946643852
"776","inquire about others well being","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.0549677218635763
"777","inquire about others well being","how often do you worry whether other people like to be with you",0.15355681729797
"778","inquire about others well being","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.00918765764064045
"779","inquire about others well being","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0998966655185058
"780","inquire about others well being","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.199476438627096
"781","inquire about others well being","how often do you dislike yourself",0.123665374059712
"782","inquire about others well being","how often do you feel self conscious",0.0961290681007567
"783","inquire about others well being","how often are you troubled with shyness",0.120647562750697
"784","inquire about others well being","how often do you have trouble understanding things you read for class assignments",0.00889120990233225
"785","inquire about others well being","do you often wish or fantasize that you were better looking",0.00790097667751864
"786","inquire about others well being","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.0502294469938555
"787","inquire about others well being","in general how confident do you feel about your abilities",0.127013855709508
"788","inquire about others well being","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.189394104378938
"789","inquire about others well being","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.0665674063045145
"790","inquire about others well being","how often do you imagine that you have less scholastic ability than your classmates",0.00706318959099545
"791","inquire about others well being","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.0384764275158613
"792","inquire about others well being","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.218389982110912
"793","find it difficult to get down to work","how often do you feel inferior to most of the people you know",0.211609462327359
"794","find it difficult to get down to work","how often do you have the feeling that there is nothing you can do well",0.0493023255813953
"795","find it difficult to get down to work","when in a group of people do you have trouble thinking of the right things to talk about",0.196962632918144
"796","find it difficult to get down to work","how often do you feel worried or bothered about what other people think of you",0.039803997822198
"797","find it difficult to get down to work","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.0736301514461272
"798","find it difficult to get down to work","how confident are you that others see you as being physically appealing",-0.00685563172924144
"799","find it difficult to get down to work","do you ever think that you are a worthless individual",-0.0645829398104423
"800","find it difficult to get down to work","how much do you worry about how well you get along with other people",0.161945799397771
"801","find it difficult to get down to work","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.335333059256214
"802","find it difficult to get down to work","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.242601806686741
"803","find it difficult to get down to work","compared with classmates how often do you feel you must study more than they do to get the same grades",0.188402982255358
"804","find it difficult to get down to work","have you ever thought of yourself as physically uncoordinated",-0.00361692907698974
"805","find it difficult to get down to work","how confident do you feel that someday the people you know will look up to you and respect you",0.106741186013178
"806","find it difficult to get down to work","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0529819220213558
"807","find it difficult to get down to work","do you often feel uncomfortable meeting new people",0.0607868976321959
"808","find it difficult to get down to work","when you have to write an argument to convince your teacher who may disagree with your ideas",0.19651462794031
"809","find it difficult to get down to work","have you ever felt ashamed of your physique or figure",-0.00877831975910844
"810","find it difficult to get down to work","have you ever felt inferior to most other people in athletic ability",0.109883887598751
"811","find it difficult to get down to work","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",-0.0242509361215125
"812","find it difficult to get down to work","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",-0.0345697174413049
"813","find it difficult to get down to work","how often do you worry whether other people like to be with you",0.176032622584695
"814","find it difficult to get down to work","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.167409860109557
"815","find it difficult to get down to work","do you often feel that most of your friends or peers are more physically attractive than yourself",-0.00142001577795309
"816","find it difficult to get down to work","when involved in sports requiring physical coordination are you often concerned that you will not do well",-0.0509334548161646
"817","find it difficult to get down to work","how often do you dislike yourself",0.0635651507238969
"818","find it difficult to get down to work","how often do you feel self conscious",-0.0534939277103079
"819","find it difficult to get down to work","how often are you troubled with shyness",0.057591306570073
"820","find it difficult to get down to work","how often do you have trouble understanding things you read for class assignments",0.0948192757697308
"821","find it difficult to get down to work","do you often wish or fantasize that you were better looking",0.03801908910099
"822","find it difficult to get down to work","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.0299581106456738
"823","find it difficult to get down to work","in general how confident do you feel about your abilities",0.0276620851342793
"824","find it difficult to get down to work","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.0580370893009922
"825","find it difficult to get down to work","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.137877531972577
"826","find it difficult to get down to work","how often do you imagine that you have less scholastic ability than your classmates",0.0692189913221258
"827","find it difficult to get down to work","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.128014755719508
"828","find it difficult to get down to work","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.134364604051156
"829","keep others at a distance","how often do you feel inferior to most of the people you know",-0.0160117334637052
"830","keep others at a distance","how often do you have the feeling that there is nothing you can do well",0.0728528094756608
"831","keep others at a distance","when in a group of people do you have trouble thinking of the right things to talk about",0.122039133768153
"832","keep others at a distance","how often do you feel worried or bothered about what other people think of you",0.0155659507327859
"833","keep others at a distance","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.217210413449038
"834","keep others at a distance","how confident are you that others see you as being physically appealing",0.174635273725264
"835","keep others at a distance","do you ever think that you are a worthless individual",0.152353248369426
"836","keep others at a distance","how much do you worry about how well you get along with other people",0.0995748841653796
"837","keep others at a distance","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",-0.00754186157623974
"838","keep others at a distance","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.065584728719208
"839","keep others at a distance","compared with classmates how often do you feel you must study more than they do to get the same grades",0.00657962866254069
"840","keep others at a distance","have you ever thought of yourself as physically uncoordinated",0.084906721185791
"841","keep others at a distance","how confident do you feel that someday the people you know will look up to you and respect you",0.0191113234591495
"842","keep others at a distance","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0441787130968122
"843","keep others at a distance","do you often feel uncomfortable meeting new people",-0.0077258636207069
"844","keep others at a distance","when you have to write an argument to convince your teacher who may disagree with your ideas",0.0301252236135957
"845","keep others at a distance","have you ever felt ashamed of your physique or figure",0.0289607662307359
"846","keep others at a distance","have you ever felt inferior to most other people in athletic ability",0.0371328570317448
"847","keep others at a distance","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.132834809275659
"848","keep others at a distance","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.0775226391404349
"849","keep others at a distance","how often do you worry whether other people like to be with you",0.0687372081912021
"850","keep others at a distance","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.0161450682785364
"851","keep others at a distance","do you often feel that most of your friends or peers are more physically attractive than yourself",0.00942810475671952
"852","keep others at a distance","when involved in sports requiring physical coordination are you often concerned that you will not do well",0.0942094912165691
"853","keep others at a distance","how often do you dislike yourself",0.0181335348170535
"854","keep others at a distance","how often do you feel self conscious",-0.0247402748919432
"855","keep others at a distance","how often are you troubled with shyness",0.0721145790508783
"856","keep others at a distance","how often do you have trouble understanding things you read for class assignments",0.0196748852765031
"857","keep others at a distance","do you often wish or fantasize that you were better looking",0.0161072900810009
"858","keep others at a distance","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.219609995666619
"859","keep others at a distance","in general how confident do you feel about your abilities",0.0130845898287759
"860","keep others at a distance","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.214118379093101
"861","keep others at a distance","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.0098654429493661
"862","keep others at a distance","how often do you imagine that you have less scholastic ability than your classmates",0.00260358448427205
"863","keep others at a distance","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.00578539761552906
"864","keep others at a distance","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.251224124712497
"865","can handle a lot of information","how often do you feel inferior to most of the people you know",0.118290647673863
"866","can handle a lot of information","how often do you have the feeling that there is nothing you can do well",0.096997522194691
"867","can handle a lot of information","when in a group of people do you have trouble thinking of the right things to talk about",0.285214724608051
"868","can handle a lot of information","how often do you feel worried or bothered about what other people think of you",0.0623011366792964
"869","can handle a lot of information","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.239731108123424
"870","can handle a lot of information","how confident are you that others see you as being physically appealing",0.0764830720341337
"871","can handle a lot of information","do you ever think that you are a worthless individual",0.0395773286369849
"872","can handle a lot of information","how much do you worry about how well you get along with other people",0.0779897554417271
"873","can handle a lot of information","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",-0.0422329136990411
"874","can handle a lot of information","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.0454533939265992
"875","can handle a lot of information","compared with classmates how often do you feel you must study more than they do to get the same grades",0.00426849187213191
"876","can handle a lot of information","have you ever thought of yourself as physically uncoordinated",0.266090067667419
"877","can handle a lot of information","how confident do you feel that someday the people you know will look up to you and respect you",0.0211589017655752
"878","can handle a lot of information","how often do you worry about criticisms that might be made of your work by your teacher or employer",0.0761092901032234
"879","can handle a lot of information","do you often feel uncomfortable meeting new people",0.0244780497561084
"880","can handle a lot of information","when you have to write an argument to convince your teacher who may disagree with your ideas",0.0182197579973111
"881","can handle a lot of information","have you ever felt ashamed of your physique or figure",0.0829266991855465
"882","can handle a lot of information","have you ever felt inferior to most other people in athletic ability",0.0942908254536162
"883","can handle a lot of information","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.0740003777819754
"884","can handle a lot of information","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",0.0701763352926144
"885","can handle a lot of information","how often do you worry whether other people like to be with you",0.0703958932877032
"886","can handle a lot of information","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.0188899876665296
"887","can handle a lot of information","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0798733319259103
"888","can handle a lot of information","when involved in sports requiring physical coordination are you often concerned that you will not do well",-0.0721563572928588
"889","can handle a lot of information","how often do you dislike yourself",0.0154828386982078
"890","can handle a lot of information","how often do you feel self conscious",0.00926099178879765
"891","can handle a lot of information","how often are you troubled with shyness",0.0230820342448249
"892","can handle a lot of information","how often do you have trouble understanding things you read for class assignments",0.040064000711119
"893","can handle a lot of information","do you often wish or fantasize that you were better looking",-0.0355799508883432
"894","can handle a lot of information","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.119163101812242
"895","can handle a lot of information","in general how confident do you feel about your abilities",0.0627238080423116
"896","can handle a lot of information","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.136870854120601
"897","can handle a lot of information","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.135103278925321
"898","can handle a lot of information","how often do you imagine that you have less scholastic ability than your classmates",0.00901965577395304
"899","can handle a lot of information","have you ever been concerned or worried about your ability to attract members of the opposite sex",0.0982246469405216
"900","can handle a lot of information","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.0658673985266503
"901","get upset easily","how often do you feel inferior to most of the people you know",0.0461965132945922
"902","get upset easily","how often do you have the feeling that there is nothing you can do well",0.0469805220058001
"903","get upset easily","when in a group of people do you have trouble thinking of the right things to talk about",0.100894898832209
"904","get upset easily","how often do you feel worried or bothered about what other people think of you",-0.00610806786742075
"905","get upset easily","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",0.0020831342570473
"906","get upset easily","how confident are you that others see you as being physically appealing",0.00504450049444994
"907","get upset easily","do you ever think that you are a worthless individual",-0.0346492738808209
"908","get upset easily","how much do you worry about how well you get along with other people",0.101034900387782
"909","get upset easily","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.183841153790598
"910","get upset easily","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.00850098334425938
"911","get upset easily","compared with classmates how often do you feel you must study more than they do to get the same grades",0.107620751341682
"912","get upset easily","have you ever thought of yourself as physically uncoordinated",-0.0455240613784598
"913","get upset easily","how confident do you feel that someday the people you know will look up to you and respect you",0.0258976210846787
"914","get upset easily","how often do you worry about criticisms that might be made of your work by your teacher or employer",-0.0459689552106134
"915","get upset easily","do you often feel uncomfortable meeting new people",-0.0182824253602818
"916","get upset easily","when you have to write an argument to convince your teacher who may disagree with your ideas",0.0387590973233036
"917","get upset easily","have you ever felt ashamed of your physique or figure",0.0130334781497572
"918","get upset easily","have you ever felt inferior to most other people in athletic ability",0.019529550328337
"919","get upset easily","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.0528459205102279
"920","get upset easily","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",-0.0197828864765164
"921","get upset easily","how often do you worry whether other people like to be with you",0.00871254125045834
"922","get upset easily","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.0916947966088512
"923","get upset easily","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0545606062289581
"924","get upset easily","when involved in sports requiring physical coordination are you often concerned that you will not do well",-0.00336670407448972
"925","get upset easily","how often do you dislike yourself",-0.00504938943766042
"926","get upset easily","how often do you feel self conscious",-0.0472849698329981
"927","get upset easily","how often are you troubled with shyness",0.0196037733752597
"928","get upset easily","how often do you have trouble understanding things you read for class assignments",0.00350803897821087
"929","get upset easily","do you often wish or fantasize that you were better looking",-0.0144801608906766
"930","get upset easily","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",-0.0401937799308881
"931","get upset easily","in general how confident do you feel about your abilities",0.00683074256380626
"932","get upset easily","how much do you worry about whether other people regard you as a success or failure in your job or at school",-0.0913987933199258
"933","get upset easily","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",0.0194913276814187
"934","get upset easily","how often do you imagine that you have less scholastic ability than your classmates",-0.0385155390615451
"935","get upset easily","have you ever been concerned or worried about your ability to attract members of the opposite sex",-0.0953721708018978
"936","get upset easily","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.0758581762019578
"937","hate to seem pushy","how often do you feel inferior to most of the people you know",0.0758697318859098
"938","hate to seem pushy","how often do you have the feeling that there is nothing you can do well",0.0332461471794131
"939","hate to seem pushy","when in a group of people do you have trouble thinking of the right things to talk about",0.0660282892032134
"940","hate to seem pushy","how often do you feel worried or bothered about what other people think of you",0.0205420060222891
"941","hate to seem pushy","in turning in a major assignment such as a term paper how often do you feel you did an excellent job on it",-0.0050756119512439
"942","hate to seem pushy","how confident are you that others see you as being physically appealing",-0.0209553439482661
"943","hate to seem pushy","do you ever think that you are a worthless individual",0.045572061911799
"944","hate to seem pushy","how much do you worry about how well you get along with other people",-0.00609384548717208
"945","hate to seem pushy","when you make an embarrassing mistake or have done something that makes you look foolish how long does it take you to get over it",0.0819266880743119
"946","hate to seem pushy","when you have to read an essay and understand it for a class assignment how worried or concerned do you feel about it",0.036175957510639
"947","hate to seem pushy","compared with classmates how often do you feel you must study more than they do to get the same grades",-0.0141850465005167
"948","hate to seem pushy","have you ever thought of yourself as physically uncoordinated",-0.00419871331903688
"949","hate to seem pushy","how confident do you feel that someday the people you know will look up to you and respect you",0.0352075023055812
"950","hate to seem pushy","how often do you worry about criticisms that might be made of your work by your teacher or employer",-0.0127939199324437
"951","hate to seem pushy","do you often feel uncomfortable meeting new people",0.00326848076089734
"952","hate to seem pushy","when you have to write an argument to convince your teacher who may disagree with your ideas",0.166808964544051
"953","hate to seem pushy","have you ever felt ashamed of your physique or figure",0.0414662385137613
"954","hate to seem pushy","have you ever felt inferior to most other people in athletic ability",0.132030800342226
"955","hate to seem pushy","do you ever feel so discouraged with yourself that you wonder whether you are a worthwhile person",0.0103596706630074
"956","hate to seem pushy","do you ever feel afraid or anxious when you are going into a room by yourself where other people have already gathered and are talking",-0.0539583773153035
"957","hate to seem pushy","how often do you worry whether other people like to be with you",0.14813853487261
"958","hate to seem pushy","how often do you have trouble expressing your ideas when you have to put them into writing as an assignment",0.155525728063645
"959","hate to seem pushy","do you often feel that most of your friends or peers are more physically attractive than yourself",0.0337048189424327
"960","hate to seem pushy","when involved in sports requiring physical coordination are you often concerned that you will not do well",-0.0660642896032178
"961","hate to seem pushy","how often do you dislike yourself",0.0861925132501472
"962","hate to seem pushy","how often do you feel self conscious",0.0660878454205047
"963","hate to seem pushy","how often are you troubled with shyness",0.0734390382115357
"964","hate to seem pushy","how often do you have trouble understanding things you read for class assignments",0.0563072923032478
"965","hate to seem pushy","do you often wish or fantasize that you were better looking",-0.00597073300814454
"966","hate to seem pushy","have you ever thought that you lacked the ability to be a good dancer or do well at recreational activities involving coordination",0.02523539150435
"967","hate to seem pushy","in general how confident do you feel about your abilities",-0.0282483138701541
"968","hate to seem pushy","how much do you worry about whether other people regard you as a success or failure in your job or at school",0.0390502116690186
"969","hate to seem pushy","when you think that some of the people you meet might have an unfavorable opinion of you how concerned or worried do you feel about it",-0.00679029766997411
"970","hate to seem pushy","how often do you imagine that you have less scholastic ability than your classmates",0.0623686929854776
"971","hate to seem pushy","have you ever been concerned or worried about your ability to attract members of the opposite sex",-0.0514521272458583
"972","hate to seem pushy","when trying to do well at a sport and you know other people are watching how rattled or flustered do you get",0.0347786086512072
"973","keep things tidy","how often do you feel inferior to most of the people you know",0.123549372770809
